name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
NYC,2023-02-02,40.9,29.9,35.2,34.6,24.4,28.7,15.1,44.2,0.009,100,4.17,rain,0,0,54.1,14.5,257.5,1020.2,2.3,9.9,136.5,11.6,6,10,2023-02-02T07:05:17,2023-02-02T17:14:44,0.4,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-03,35.9,13.9,26.1,31.3,5.3,18.5,7.6,45.5,0.018,100,4.17,snow,0,0,39.4,15.6,286.7,1017.1,33.1,9.9,148.1,12.7,6,10,2023-02-03T07:04:17,2023-02-03T17:15:58,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-04,26.9,6.4,17,17.2,-10.2,7.3,-0.8,45.7,0,0,0,,0,0,37.8,17.9,262,1034.4,17.5,9.9,146,12.6,6,10,2023-02-04T07:03:15,2023-02-04T17:17:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-05,48.8,26.9,38.3,48.8,16.9,33.4,21.8,52.2,0,0,0,,0,0,41.4,13.2,237.2,1022.6,2.5,9.9,115.8,10,5,10,2023-02-05T07:02:11,2023-02-05T17:18:27,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-06,53,37,44,53,32.2,41.7,29.7,57.9,0.018,100,8.33,rain,0,0,45.7,12.5,30.6,1017.1,42.6,9.9,105.8,9.2,6,10,2023-02-06T07:01:06,2023-02-06T17:19:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-07,42.1,33,37.4,38.8,25,32.1,25,61.1,0.001,100,4.17,rain,0,0,44.7,15.6,144.7,1025.7,16.5,9.9,102,8.8,5,10,2023-02-07T06:59:59,2023-02-07T17:20:55,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-08,55.8,38.1,46.1,55.8,33,43.9,29.9,56.4,0.019,100,12.5,rain,0,0,41.4,10.2,268.8,1022.6,13.7,9.8,148.3,12.8,6,10,2023-02-08T06:58:51,2023-02-08T17:22:09,0.6,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-09,53.1,39.1,46.3,53.1,36.9,45.1,36.8,69.7,0,0,0,,0,0,55.7,9.2,155.2,1021.3,65.6,9.9,30.9,2.6,1,10,2023-02-09T06:57:41,2023-02-09T17:23:23,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-10,60,46.2,54.9,60,42,54.3,36.9,52.9,0,0,0,,0,0,46.4,13.5,266.7,1012.2,16.8,9.8,151.7,13,6,10,2023-02-10T06:56:30,2023-02-10T17:24:37,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-11,48.6,38,42.8,45.5,32.6,39.2,20.6,41.7,0,0,0,,0,0,31.1,12.5,277.5,1023.9,9.7,9.9,159.8,13.6,6,10,2023-02-11T06:55:17,2023-02-11T17:25:50,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-12,46.2,36.2,41.3,46.2,32.2,37.7,25.5,54.1,0.001,100,4.17,rain,0,0,19.5,14.7,352.6,1018.2,25,9.9,69.9,6,3,10,2023-02-12T06:54:04,2023-02-12T17:27:04,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-13,56.9,41,48.3,56.9,33.6,46,20.2,34,0.009,100,4.17,rain,0,0,41.4,15.8,308.5,1003.4,38.4,9.9,152.5,12.9,6,10,2023-02-13T06:52:48,2023-02-13T17:28:17,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-14,55,42.1,48,55,38.9,47.2,23.9,39,0,0,0,,0,0,36.7,9.4,272,1016.5,0.4,9.9,169.3,14.7,7,10,2023-02-14T06:51:32,2023-02-14T17:29:30,0.81,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-15,64.1,45.1,54,64.1,42.8,53.4,35.4,50,0.009,100,4.17,rain,0,0,49.4,13.4,246.1,1017.4,10.9,9.9,100.5,8.5,5,10,2023-02-15T06:50:14,2023-02-15T17:30:42,0.84,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-16,62.4,51.6,56.3,62.4,51.6,56.3,43.5,63.4,0.05,100,12.5,rain,0,0,24.2,8.3,262.9,1014.9,35.7,9.8,74.2,6.4,4,10,2023-02-16T06:48:55,2023-02-16T17:31:55,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-17,61.1,34,51.2,61.1,28.4,49.7,43.2,74.6,0.162,100,29.17,rain,0,0,35.8,13.1,265,1005.7,84.3,8.9,19.8,1.7,1,10,2023-02-17T06:47:35,2023-02-17T17:33:07,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-18,44.8,29,36.6,39.2,24.6,31.4,17,45.6,0.009,100,4.17,rain,0,0,44.3,11.4,262.4,1025.6,23.5,9.9,177.8,15.3,7,10,2023-02-18T06:46:14,2023-02-18T17:34:19,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-19,48.8,37.2,42.2,45,31.1,38.1,29.7,61.3,0,0,0,,0,0,34.4,23,209.5,1024.5,2.6,9.9,107.5,9.1,4,10,2023-02-19T06:44:52,2023-02-19T17:35:30,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-20,61.1,45.1,50.7,61.1,40.8,48.9,38.2,65.7,0,0,0,rain,0,0,21.9,13.9,271.3,1007.3,41.5,9.8,95.4,8.4,6,10,2023-02-20T06:43:28,2023-02-20T17:36:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-21,51.1,38,43,51.1,29.4,39.2,35,74.6,0.08,100,33.33,rain,0,0,23,14.7,36.4,1005.1,73.2,9.8,47.1,4.1,3,10,2023-02-21T06:42:04,2023-02-21T17:37:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-22,43.1,38,40.5,43,29.7,36.9,27.8,62.1,0.102,100,16.67,rain,0,0,41.4,13.6,22.9,1018.4,57.7,9.8,50,4.1,3,10,2023-02-22T06:40:38,2023-02-22T17:39:03,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-23,43.1,38.9,40.5,38.9,30.5,34.5,37.3,88.3,0.002,100,8.33,rain,0,0,20.8,14.9,56.1,1013.4,100,9.2,40,3.3,2,10,2023-02-23T06:39:12,2023-02-23T17:40:14,0.11,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-24,46.9,28.9,41.2,44.7,24.5,37.8,25.2,56.8,0,0,0,rain,0,0,36.1,8.7,306.5,1022.9,46.9,8.5,141.4,12.3,6,10,2023-02-24T06:37:45,2023-02-24T17:41:24,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-25,33.2,25,29.2,29.8,17.5,23.8,17,60,0,0,0,,0.2,0,21.9,7.9,145.8,1029.5,57.1,9.8,68.9,6.1,2,10,2023-02-25T06:36:16,2023-02-25T17:42:33,0.18,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-26,52,30.8,38.8,52,23.4,33.9,27,63.9,0.037,100,4.17,rain,0,0,30.4,15.6,260.2,1013.5,27.5,9.8,100.5,8.7,6,10,2023-02-26T06:34:47,2023-02-26T17:43:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-27,44,34.9,38.9,42.9,25.8,34.1,23.7,55.5,0.032,100,12.5,"rain,snow",0,0.1,29.2,14.7,84.4,1013.6,36.9,9.3,166.5,14.3,7,10,2023-02-27T06:33:18,2023-02-27T17:44:52,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-02-28,38,33.7,35.9,37.1,22.2,29.1,34.1,93.1,0.043,100,50,"rain,snow,ice",2.8,2.3,27.8,20.5,30.2,1008.2,83.8,8.1,32.9,2.7,1,10,2023-02-28T06:31:47,2023-02-28T17:46:01,0.28,"Snow, Rain, Ice, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-01,43.8,35.8,40.4,41.1,29.9,35.3,31.3,70.8,0.009,100,4.17,rain,0,0.9,17.4,11.5,94.2,1019,51.3,9.5,134.3,11.7,7,10,2023-03-01T06:30:16,2023-03-01T17:47:09,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-02,53.1,39.8,44.9,53.1,33.9,42.3,36.7,75.8,0,0,0,rain,0,0.4,34.3,12.4,355,1007,60.5,6.7,80.8,7.1,5,10,2023-03-02T06:28:44,2023-03-02T17:48:17,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-03,45.6,38,41.3,44.3,31.4,36.7,28,60.3,0.06,100,16.67,rain,0,0.2,35.6,20.3,58.4,1015.4,38.8,9.8,112.6,9.7,6,10,2023-03-03T06:27:11,2023-03-03T17:49:25,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-04,46.9,39.8,42.8,44.9,32.7,38.2,37.2,81.2,0.454,100,41.67,rain,0,0,41.2,28.3,24.6,1002.4,99.8,8.7,71,6.1,4,10,2023-03-04T06:25:37,2023-03-04T17:50:33,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-05,53.9,38.9,45.3,53.9,33.9,43.2,28.7,53.2,0,0,0,,0,0,34.4,10.3,288.7,1019.8,46.6,9.9,154.6,13.4,7,10,2023-03-05T06:24:03,2023-03-05T17:51:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-06,53.8,39.8,46.6,53.8,34.4,44.7,23.1,41.1,0,0,0,rain,0,0,45.4,11.2,290.9,1018.7,19.4,9.9,177.3,15.3,6,10,2023-03-06T06:22:29,2023-03-06T17:52:47,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-07,48.7,34,40.6,46.3,28.2,36.8,22,51.2,0.059,100,25,"rain,snow",1.3,0.2,39.4,14.9,307.2,1011.2,66.7,9.6,199.2,17.3,8,10,2023-03-07T06:20:54,2023-03-07T17:53:54,0.5,"Snow, Rain, Partially cloudy",Clearing in the afternoon with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-08,48.7,32,39.8,47.7,26,36.2,23,51.3,0,0,0,,0,0,37.8,9.6,326.5,1020.5,17.4,9.9,213,18.3,8,10,2023-03-08T06:19:18,2023-03-08T17:55:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-09,53.8,34.3,42.6,53.8,26.2,39.6,26.3,53.2,0.018,100,4.17,rain,0,0,36.8,12.5,5.3,1021.7,14.3,9.9,218.5,18.8,8,10,2023-03-09T06:17:42,2023-03-09T17:56:07,0.58,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-10,44.9,37.9,41.4,44.9,30.6,37,31.3,67.7,0.018,100,16.67,rain,0,0,41.4,11,62.4,1015,62.4,9.8,79.1,6.7,4,10,2023-03-10T06:16:05,2023-03-10T17:57:13,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-11,44.8,37,40.8,41.5,31.7,36.2,34.7,80.3,0.027,100,45.83,rain,0,0,27.5,11.6,26.5,1008.3,97,9.7,64.7,5.7,4,10,2023-03-11T06:14:28,2023-03-11T17:58:19,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-12,47,35,40.6,44.8,30.1,36.6,27.5,60.5,0,0,0,,0,0,31.1,8.9,85.9,1016.7,12.9,9.9,155.2,12.9,5,10,2023-03-12T07:12:51,2023-03-12T18:59:24,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-13,44.3,38.9,41.3,40.3,33.4,36.4,37.1,85.2,0.432,100,70.83,rain,0,0,26.4,15.1,63.7,1012,100,5.6,35.3,2.9,1,10,2023-03-13T07:11:13,2023-03-13T19:00:30,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-14,39,33.7,35.8,39,24.2,27.6,29.6,78.3,0.349,100,37.5,"rain,snow",0.6,0,33.1,19.5,286.5,1000.7,97.8,6.3,56.7,4.8,3,10,2023-03-14T07:09:35,2023-03-14T19:01:35,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-03-15,44.3,34.3,38.4,37,23.5,29.3,19.9,47.8,0,0,0,,0,0,39.9,22.4,301.8,1008.8,27.3,9.9,215,18.7,8,10,2023-03-15T07:07:57,2023-03-15T19:02:40,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-03-16,58.1,35.3,45.4,58.1,28.3,41.9,14,28.3,0,0,0,,0,0,28.9,13.3,286.4,1015.7,12.2,9.9,194.8,16.7,8,10,2023-03-16T07:06:18,2023-03-16T19:03:44,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-03-17,58.7,47.1,52.8,58.7,45.2,52.6,28,39.2,0,0,0,rain,0,0,20.8,13.5,213.1,1006.7,53.1,9.9,128.8,11.2,6,10,2023-03-17T07:04:40,2023-03-17T19:04:49,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-18,56.9,43.1,49.1,56.9,38.7,47.5,27.2,44.3,0.002,100,8.33,rain,0,0,50.1,19.1,271.9,1006,38,9.9,227.6,19.7,8,10,2023-03-18T07:03:01,2023-03-18T19:05:53,0.89,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-19,43.1,30.8,37.2,38.8,22,31,13.3,37.5,0,0,0,,0,0,31.7,15.3,270.5,1016.2,21.2,9.9,255.8,22.1,9,10,2023-03-19T07:01:22,2023-03-19T19:06:57,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-20,50,32,41,50,25.5,36.4,19.6,42.8,0,0,0,,0,0,34.8,10.9,246.1,1025.1,0.1,9.9,239.8,20.6,8,10,2023-03-20T06:59:42,2023-03-20T19:08:01,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-21,62,38.2,49.9,62,33.2,48,21.2,35,0,0,0,,0,0,35.7,13.8,256.2,1027.6,0.6,9.9,244.9,21.1,8,10,2023-03-21T06:58:03,2023-03-21T19:09:05,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-22,60.2,45.2,50.8,60.2,42.7,49.7,31.7,50,0,0,0,,0,0,34.4,8.8,228.9,1026.9,27.3,9.9,195.6,16.9,8,10,2023-03-22T06:56:23,2023-03-22T19:10:09,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-23,57.1,47.1,52.2,57.1,44.3,52,47.2,83.2,0.005,100,12.5,rain,0,0,53.9,11.1,262.5,1014,65.5,9.2,59.7,5.1,2,10,2023-03-23T06:54:44,2023-03-23T19:11:13,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-24,57,44.1,49.5,57,39,48.4,32.1,51.7,0,0,0,,0,0,43.6,9.1,292,1014.3,36.4,9.9,119.4,10.4,5,10,2023-03-24T06:53:05,2023-03-24T19:12:16,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-25,47.1,43,44.1,42.4,34.2,37.2,36.3,76,0.01,100,33.33,rain,0,0,31.8,21.2,51.5,1013.8,78.7,8.5,16.2,1.4,1,10,2023-03-25T06:51:25,2023-03-25T19:13:20,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-26,62.9,44,52.5,62.9,39,51.3,31.8,52.7,0,0,0,rain,0,0,28.4,14.7,268.6,1011.6,25.7,8.4,255.3,21.8,9,10,2023-03-26T06:49:46,2023-03-26T19:14:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-27,57.8,44.9,50.6,57.8,38.3,49,30.3,48.8,0.017,100,16.67,rain,0,0,19.5,14.6,58.8,1016.3,41.2,9.9,173.8,15.1,8,10,2023-03-27T06:48:06,2023-03-27T19:15:26,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-28,52,43.9,47.2,52,38.6,45.5,33.3,61.3,0,0,0,rain,0,0,44.2,10.1,1.3,1018.2,85,9.9,116.2,10,5,10,2023-03-28T06:46:27,2023-03-28T19:16:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-03-29,55.1,42,46.7,55.1,37.6,44,24.8,44,0,0,0,,0,0,36.4,10.4,256.4,1020,1.9,9.9,252.5,21.9,9,10,2023-03-29T06:44:48,2023-03-29T19:17:32,0.26,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-30,48.6,33,41.1,47.7,27.4,37.5,17.2,40.5,0.001,100,4.17,rain,0,0,50.6,10.4,280,1024.7,14.4,9.9,267.1,22.9,9,10,2023-03-30T06:43:09,2023-03-30T19:18:35,0.29,Rain,Clear conditions throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-03-31,55,38.9,45.9,55,34.1,43.4,31,56.6,0,0,0,,0,0,35.6,12.5,210.5,1023.4,62.5,9.9,139.1,12,6,10,2023-03-31T06:41:30,2023-03-31T19:19:38,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-04-01,68.1,54.2,59.2,68.1,54.2,59.2,49.4,71.6,0.022,100,25,rain,0,0,38,15.8,263.6,1000.9,78,9.8,120.3,10.2,7,10,2023-04-01T06:39:52,2023-04-01T19:20:41,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-02,53.8,42,48.4,53.8,38.5,47.3,21,36.8,0.001,100,4.17,rain,0,0,47.3,10.3,293.8,1011.5,27.2,9.9,275.2,24,9,10,2023-04-02T06:38:14,2023-04-02T19:21:44,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-03,57,39.8,48.4,57,34.7,46.2,28.9,47.5,0,0,0,,0,0,37.7,13.5,161,1019.7,0.6,9.8,253,21.9,9,10,2023-04-03T06:36:36,2023-04-03T19:22:47,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-04,69.3,47.9,58.7,69.3,44.3,58.2,48.5,69.8,0,0,0,rain,0,0,36.7,7.8,25.2,1017,22.4,9.8,234.5,20.1,8,10,2023-04-04T06:34:58,2023-04-04T19:23:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-05,55.3,46.5,50.8,55.3,42.5,49.3,48.5,91.8,0,0,0,rain,0,0,24.8,18.2,43.3,1022.8,91.8,5.8,42.6,3.6,1,10,2023-04-05T06:33:21,2023-04-05T19:24:53,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-04-06,76,46.1,58,76,41.8,57.2,49.1,74.8,0,0,0,rain,0,0,47.2,8.7,1.6,1019.9,78.7,5.7,143.4,12.5,6,10,2023-04-06T06:31:44,2023-04-06T19:25:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-04-07,60.8,46.1,54,60.8,44.8,53.9,23.8,31.7,0,0,0,,0,0,40.2,11.5,300.4,1026.5,36.8,9.9,89.8,7.7,3,10,2023-04-07T06:30:08,2023-04-07T19:26:58,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-08,52.1,38.3,45.4,52.1,32.5,43.1,20.1,36.7,0,0,0,,0,0,24.2,13.9,320.6,1031.8,15.3,9.9,228.1,19.8,8,10,2023-04-08T06:28:32,2023-04-08T19:28:01,0.59,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-09,55,42.1,47.2,55,38.9,45.5,27.9,47.7,0,0,0,,0,0,25.3,14.9,102.8,1032.5,6.4,9.9,279.4,24.1,9,10,2023-04-09T06:26:56,2023-04-09T19:29:04,0.62,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-10,64.2,42.2,52.4,64.2,37.9,51,32.6,49.7,0,0,0,,0,0,43.6,10.4,228,1030.2,0.5,9.9,277.4,23.8,9,10,2023-04-10T06:25:21,2023-04-10T19:30:07,0.66,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
NYC,2023-04-11,71.2,48.2,60.6,71.2,47.2,60.4,30.4,34.3,0,0,0,,0,0,28.9,16.9,262,1020.2,1.2,9.9,237.3,20.5,9,10,2023-04-11T06:23:47,2023-04-11T19:31:10,0.7,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
